Summary Country RD&D Budgets
COUNTRY,PRODUCT,FLOW,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Finland,Total RD&D in Million USD (2019 prices and exch. rates),Total budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.747,64.179,67.455,68.954,81.941,95.011,91.739,127.096,127.105,119.829,99.142,91.913,102.333,85.571,115.308,112.460,142.878,196.689,225.531,306.325,352.106,324.685,288.080,282.181,258.661,279.308,193.105,212.211,216.634,..
Finland,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Low-carbon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.862,57.154,60.691,64.691,76.439,90.256,86.537,118.692,119.177,111.502,93.255,84.812,94.698,80.938,108.471,102.409,136.493,189.974,215.895,297.845,344.421,313.998,278.938,275.308,252.252,271.504,184.252,209.872,215.288,..
Finland,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Non-low-carbon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.884,7.026,6.764,4.265,5.502,4.755,5.202,8.410,7.929,8.328,5.891,7.104,7.636,4.633,6.838,10.050,6.387,6.714,9.636,8.480,7.686,10.688,9.141,6.872,6.410,7.802,8.853,2.340,1.346,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Group 1: Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.092,21.715,22.298,23.403,25.737,35.632,34.482,57.314,69.534,57.202,43.543,38.640,41.027,18.760,43.854,36.400,35.383,96.409,101.176,132.207,221.360,155.878,178.345,148.521,166.641,169.144,92.445,106.089,129.015,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Group 2: Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.094,7.407,7.131,4.497,5.800,5.013,5.484,8.867,8.360,8.780,6.211,7.490,8.051,4.884,7.209,10.596,6.734,7.079,10.159,8.941,8.104,11.268,9.638,7.246,6.758,8.226,9.334,2.468,1.419,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Group 3: Renewable energy sources,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.593,2.923,3.153,8.008,8.818,8.979,11.366,18.319,13.380,14.926,13.880,12.844,15.122,29.695,27.113,18.567,46.724,48.950,50.022,61.050,57.594,78.388,49.538,64.839,41.234,46.619,47.471,43.420,43.149,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Group 4: Nuclear,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.869,13.579,13.535,12.838,10.961,10.673,13.387,13.229,13.020,16.228,11.960,10.738,11.113,11.235,13.431,14.823,22.599,16.848,15.803,19.208,21.581,25.809,20.251,19.105,18.974,26.567,18.250,42.471,24.243,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Group 6: Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.113,17.791,20.939,19.724,25.201,24.989,19.151,25.923,23.450,23.303,20.228,20.940,21.963,14.498,20.027,18.413,23.398,20.247,33.646,28.091,20.834,25.136,27.421,27.217,17.980,15.867,18.207,11.615,12.478,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Group 7: Other cross-cutting techs/research,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.174,4.249,4.063,4.231,9.874,14.885,12.850,10.352,6.266,5.898,8.708,6.256,10.615,11.145,9.936,19.769,15.803,17.838,26.973,73.466,41.759,45.839,18.530,30.579,21.122,28.054,17.885,17.674,18.096,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Group 8: Unallocated,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Total budget,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.937,67.665,71.118,72.699,86.391,100.171,96.721,133.999,134.008,126.336,104.527,96.904,107.890,90.218,121.570,118.568,150.638,207.371,237.779,322.961,371.229,342.319,303.725,297.506,272.708,294.477,203.593,223.736,228.399,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Memo: Low-carbon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.841,60.257,63.988,68.204,80.591,95.158,91.236,125.137,125.650,117.557,98.319,89.418,99.840,85.333,114.361,107.972,143.907,200.292,227.620,314.022,363.128,331.050,294.085,290.261,265.951,286.251,194.258,221.269,226.981,..
Finland,Total RD&D in Million USD (2019 prices and PPP),Memo: Non-low-carbon,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.094,7.407,7.131,4.497,5.800,5.013,5.484,8.867,8.360,8.780,6.211,7.490,8.051,4.884,7.209,10.596,6.734,7.079,10.159,8.941,8.104,11.268,9.638,7.246,6.758,8.226,9.334,2.468,1.419,..
France,Total RD&D in Million USD (2019 prices and exch. rates),Group 1: Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,34.769,31.198,22.819,20.477,22.656,33.718,25.598,24.702,16.174,11.026,10.748,9.729,6.307,8.885,16.987,17.165,16.686,75.054,72.423,76.840,84.665,107.782,126.381,154.046,186.020,213.030,281.838,240.045,196.932,189.232,192.208,176.288,174.171,210.517,174.095
France,Total RD&D in Million USD (2019 prices and exch. rates),Group 2: Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,81.096,76.381,67.467,66.396,64.361,62.624,57.643,55.349,52.574,52.787,51.310,50.125,49.740,42.431,42.243,43.992,47.798,245.642,234.085,198.330,187.130,179.769,171.163,165.550,205.141,174.787,133.109,125.795,120.532,117.032,110.620,73.195,49.951,37.917,28.708
France,Total RD&D in Million USD (2019 prices and exch. rates),Group 3: Renewable energy sources,..,..,..,..,..,..,..,..,..,..,..,40.284,29.205,16.978,13.013,11.148,11.597,10.649,10.375,7.615,7.194,7.142,6.744,4.160,5.595,18.328,18.938,25.455,39.319,34.590,40.979,55.948,68.730,87.851,111.735,185.039,138.682,185.926,175.097,202.505,211.108,213.401,180.475,149.567,150.923,155.206
France,Total RD&D in Million USD (2019 prices and exch. rates),Group 4: Nuclear,..,..,..,..,899.213,992.667,1002.212,1013.087,1004.423,1003.757,1028.236,1044.529,908.423,868.308,770.731,703.853,648.283,653.128,607.877,617.929,579.032,691.760,655.499,663.796,716.810,827.209,754.356,518.993,768.385,772.178,763.700,734.218,695.876,700.272,727.710,706.095,666.454,735.857,827.998,822.538,751.801,726.804,663.511,714.273,725.068,820.044
France,Total RD&D in Million USD (2019 prices and exch. rates),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.240,35.366,30.701,59.127,65.665,72.311,71.183,64.655,56.009,60.184,42.015,43.035,44.097,36.063,33.982,34.365,35.381,42.432
France,Total RD&D in Million USD (2019 prices and exch. rates),Group 6: Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.010,2.829,1.086,4.265,5.627,3.373,3.599,14.887,30.597,39.756,26.283,26.283,26.468,37.394,47.177,47.450,37.299,45.963,56.894,51.961
France,Total RD&D in Million USD (2019 prices and exch. rates),Group 7: Other cross-cutting techs/research,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.817,12.728,16.524,18.714,11.604,9.702,8.391,9.009,11.647,16.508,76.660,75.375,55.359,70.661,70.828,67.554,119.399,122.972,116.451,112.421
France,Total RD&D in Million USD (2019 prices and exch. rates),Group 8: Unallocated,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
France,Total RD&D in Million USD (2019 prices and exch. rates),Total budget,..,..,..,..,..,..,..,..,..,..,..,1200.679,1045.205,975.570,870.618,802.015,756.222,747.017,698.303,694.292,650.040,760.960,722.099,724.003,773.721,904.768,846.278,624.488,1175.250,1171.623,1127.782,1134.165,1129.812,1181.875,1272.466,1403.215,1351.904,1498.571,1492.776,1493.596,1431.274,1394.101,1284.148,1291.262,1333.149,1384.868
France,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Low-carbon,..,..,..,..,899.213,992.667,1002.212,1013.087,1004.423,1003.757,1028.236,1119.582,968.826,908.105,804.221,737.657,693.598,689.375,642.954,641.718,597.252,709.650,671.972,674.263,731.290,862.524,802.286,576.691,933.331,941.740,937.268,959.839,983.157,1045.776,1144.407,1280.425,1229.182,1429.308,1413.866,1412.036,1343.804,1307.185,1227.834,1255.371,1312.470,1376.655
France,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Non-low-carbon,..,..,..,..,..,..,..,..,..,..,..,81.096,76.381,67.467,66.396,64.361,62.624,57.643,55.349,52.574,52.787,51.310,50.125,49.740,42.431,42.243,43.992,47.798,241.919,229.881,190.513,174.324,146.655,136.098,128.061,122.789,122.723,69.264,78.911,81.561,87.471,86.915,56.315,35.891,20.681,8.212
France,Total RD&D in Million USD (2019 prices and PPP),Group 1: Energy efficiency,..,..,..,..,..,..,..,..,..,..,..,42.417,38.060,27.837,24.981,27.639,41.134,31.228,30.135,19.731,13.451,13.112,11.869,7.694,10.839,20.723,20.940,20.357,91.561,88.352,93.740,103.287,131.488,154.178,187.928,226.934,259.885,343.827,292.842,240.246,230.852,234.484,215.061,212.480,256.820,212.387
France,Total RD&D in Million USD (2019 prices and PPP),Group 2: Fossil fuels,..,..,..,..,..,..,..,..,..,..,..,98.933,93.180,82.306,81.000,78.516,76.398,70.321,67.523,64.138,64.398,62.596,61.150,60.680,51.764,51.534,53.668,58.311,299.669,285.571,241.952,228.288,219.309,208.810,201.962,250.261,213.231,162.385,153.463,147.042,142.773,134.951,89.294,60.937,46.257,35.022
France,Total RD&D in Million USD (2019 prices and PPP),Group 3: Renewable energy sources,..,..,..,..,..,..,..,..,..,..,..,49.145,35.628,20.712,15.876,13.600,14.148,12.992,12.657,9.290,8.776,8.713,8.227,5.075,6.825,22.359,23.104,31.053,47.967,42.198,49.992,68.254,83.847,107.173,136.310,225.738,169.184,226.820,213.609,247.045,257.540,260.337,220.169,182.463,184.117,189.343
France,Total RD&D in Million USD (2019 prices and PPP),Group 4: Nuclear,..,..,..,..,1096.990,1211.000,1222.643,1235.911,1225.342,1224.529,1254.392,1274.268,1108.227,1059.288,940.250,858.663,790.870,796.780,741.577,753.840,706.388,843.910,799.673,809.795,874.469,1009.150,920.273,633.143,937.388,942.015,931.672,895.706,848.930,854.294,887.766,861.398,813.037,897.705,1010.112,1003.451,917.156,886.661,809.447,871.374,884.544,1000.408
France,Total RD&D in Million USD (2019 prices and PPP),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.671,43.145,37.454,72.131,80.108,88.216,86.839,78.876,68.328,73.421,51.255,52.500,53.796,43.995,41.456,41.923,43.163,51.765
France,Total RD&D in Million USD (2019 prices and PPP),Group 6: Other power and storage technologies,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.232,3.451,1.325,5.204,6.865,4.115,4.391,18.161,37.327,48.500,32.064,32.064,32.290,45.619,57.553,57.887,45.503,56.072,69.407,63.389
France,Total RD&D in Million USD (2019 prices and PPP),Group 7: Other cross-cutting techs/research,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.197,15.527,20.158,22.831,14.156,11.836,10.236,10.990,14.209,20.139,93.520,91.954,67.536,86.202,86.406,82.413,145.660,150.019,142.064,137.148
France,Total RD&D in Million USD (2019 prices and PPP),Group 8: Unallocated,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
France,Total RD&D in Million USD (2019 prices and PPP),Total budget,..,..,..,..,..,..,..,..,..,..,..,1464.762,1275.093,1190.142,1062.107,978.414,922.549,911.320,851.892,846.999,793.014,928.329,880.921,883.245,943.898,1103.768,1032.413,761.842,1433.740,1429.316,1375.832,1383.619,1378.309,1441.822,1552.339,1711.846,1649.249,1828.175,1821.105,1822.105,1746.077,1700.727,1566.590,1575.269,1626.369,1689.463
France,Total RD&D in Million USD (2019 prices and PPP),Memo: Low-carbon,..,..,..,..,1096.990,1211.000,1222.643,1235.911,1225.342,1224.529,1254.392,1365.830,1181.915,1107.837,981.107,899.902,846.152,841.000,784.369,782.861,728.615,865.735,819.769,822.564,892.133,1052.232,978.746,703.531,1138.612,1148.873,1143.416,1170.952,1199.398,1275.789,1396.114,1562.049,1499.533,1743.679,1724.839,1722.605,1639.366,1594.696,1497.889,1531.484,1601.142,1679.444
France,Total RD&D in Million USD (2019 prices and PPP),Memo: Non-low-carbon,..,..,..,..,..,..,..,..,..,..,..,98.933,93.180,82.306,81.000,78.516,76.398,70.321,67.523,64.138,64.398,62.596,61.150,60.680,51.764,51.534,53.668,58.311,295.127,280.443,232.415,212.665,178.911,166.033,156.227,149.797,149.716,84.497,96.268,99.500,106.710,106.032,68.701,43.784,25.230,10.018
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Group 1: Energy efficiency,16.351,125.280,93.882,40.904,95.464,74.804,111.287,126.746,83.868,64.717,37.852,34.725,34.358,20.396,26.235,24.582,23.536,23.839,16.795,15.859,18.265,20.946,30.508,19.943,18.099,16.658,13.034,33.730,21.840,23.925,28.299,25.277,28.270,32.627,53.760,132.811,166.471,168.439,195.239,226.128,234.204,236.345,215.449,259.826,161.193,231.462
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Group 2: Fossil fuels,138.533,126.688,137.421,200.559,311.835,389.689,341.974,365.437,360.057,303.283,293.686,243.470,231.916,216.918,178.776,134.019,124.652,89.032,66.203,39.140,28.579,18.838,4.848,1.934,1.773,14.338,13.255,25.012,19.021,11.128,13.552,15.761,17.618,27.114,44.393,41.843,34.356,43.507,34.828,40.250,37.672,37.268,46.834,53.513,53.213,21.918
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Group 3: Renewable energy sources,1.634,14.922,26.124,39.585,67.595,147.036,153.020,161.019,244.792,118.041,143.698,128.452,80.297,113.606,120.683,117.813,139.814,154.139,162.100,176.635,117.200,103.474,128.896,101.422,114.057,100.710,105.892,100.761,106.381,96.394,78.050,125.233,120.699,122.725,157.673,239.849,246.096,312.270,301.915,316.994,306.094,314.178,287.535,341.984,237.540,274.994
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Group 4: Nuclear,1245.617,1397.788,1364.699,1459.339,1386.358,1454.691,1479.183,1640.349,2271.992,1270.086,1272.981,1260.935,855.187,582.133,509.628,437.384,451.532,459.255,317.141,299.053,254.480,230.227,219.452,211.849,228.262,118.159,210.599,180.943,165.419,194.041,192.807,188.112,191.805,190.067,208.555,278.222,262.807,283.849,262.728,268.926,261.716,265.427,248.959,248.062,243.753,244.768
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.093,30.282,34.894,41.569,32.046,31.177,33.196,35.422,23.817,33.255,27.452,23.587,18.178,25.503,31.564,50.684
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Group 6: Other power and storage technologies,0.000,0.000,0.000,79.170,113.064,96.962,95.057,25.705,0.000,13.978,18.774,17.311,27.410,25.161,9.370,11.746,12.342,8.544,6.490,3.516,4.233,2.867,16.709,29.170,30.952,11.100,30.434,59.599,48.892,46.041,6.810,3.233,4.549,4.438,2.896,24.496,35.597,50.823,45.984,85.016,85.597,104.962,128.845,157.681,127.997,143.824
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Group 7: Other cross-cutting techs/research,0.000,15.484,0.271,26.390,19.130,7.346,10.434,16.804,4.363,41.211,7.205,4.875,8.975,0.000,0.187,2.003,2.732,2.563,7.383,25.076,26.457,8.488,15.366,12.947,11.524,9.550,15.774,18.009,11.131,153.703,153.180,148.956,142.484,137.198,134.975,31.161,23.927,22.375,27.713,31.495,44.317,50.080,87.162,92.502,63.574,59.524
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Group 8: Unallocated,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,289.246,281.934
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Total budget,1402.137,1680.161,1622.398,1845.943,1993.449,2170.527,2190.954,2336.060,2965.074,1811.316,1774.196,1689.772,1238.142,958.215,844.882,727.545,754.610,737.372,576.111,559.278,449.215,384.840,415.782,377.265,404.669,270.516,388.988,418.054,372.685,525.233,508.794,536.854,540.317,555.738,634.299,779.560,802.450,916.685,892.223,1002.063,997.052,1031.844,1032.962,1179.071,1208.081,1309.110
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Low-carbon,1263.602,1553.474,1484.976,1645.388,1681.611,1780.839,1848.981,1970.623,2605.015,1508.033,1480.510,1446.298,1006.227,741.296,666.103,593.528,629.956,648.340,509.909,520.139,420.635,366.002,410.931,375.331,402.894,256.177,375.733,393.042,353.663,514.104,501.417,526.604,522.701,528.624,593.690,754.593,784.726,880.236,878.465,982.088,972.253,1003.395,1006.636,1147.322,1203.401,1293.341
Germany,Total RD&D in Million USD (2019 prices and exch. rates),Memo: Non-low-carbon,138.533,126.688,137.421,200.559,311.835,389.689,341.974,365.437,360.057,303.283,293.686,243.470,231.916,216.918,178.776,134.019,124.652,89.032,66.203,39.140,28.579,18.838,4.848,1.934,1.773,14.338,13.255,25.012,19.021,11.128,7.374,10.250,17.618,27.114,40.608,24.966,17.724,36.449,13.759,19.976,24.799,28.452,26.326,31.749,4.679,15.767
Germany,Total RD&D in Million USD (2019 prices and PPP),Group 1: Energy efficiency,19.811,151.798,113.754,49.562,115.670,90.638,134.843,153.574,101.620,78.415,45.864,42.075,41.631,24.714,31.788,29.786,28.518,28.885,20.350,19.216,22.132,25.380,36.966,24.164,21.929,20.185,15.792,40.870,26.463,28.989,34.289,30.627,34.254,39.533,65.140,160.923,201.708,204.092,236.564,273.992,283.777,286.372,261.053,314.824,195.312,280.456
Germany,Total RD&D in Million USD (2019 prices and PPP),Group 2: Fossil fuels,167.856,153.503,166.509,243.011,377.841,472.174,414.360,442.788,436.270,367.479,355.851,295.005,281.005,262.833,216.617,162.387,151.037,107.878,80.216,47.425,34.628,22.825,5.874,2.343,2.148,17.373,16.061,30.307,23.047,13.483,16.421,19.098,21.347,32.853,53.790,50.700,41.628,52.716,42.199,48.769,45.646,45.156,56.748,64.840,64.476,26.558
Germany,Total RD&D in Million USD (2019 prices and PPP),Group 3: Renewable energy sources,1.980,18.080,31.654,47.963,81.902,178.159,185.410,195.102,296.607,143.027,174.114,155.642,97.293,137.653,146.228,142.750,169.408,186.765,196.411,214.023,142.008,125.376,156.179,122.890,138.199,122.027,128.307,122.090,128.898,116.798,94.571,151.741,146.247,148.701,191.047,290.617,298.187,378.368,365.821,384.092,370.885,380.680,348.398,414.372,287.820,333.202
Germany,Total RD&D in Million USD (2019 prices and PPP),Group 4: Nuclear,1509.275,1693.657,1653.563,1768.236,1679.807,1762.604,1792.280,1987.560,2752.902,1538.924,1542.431,1527.836,1036.204,705.353,617.501,529.965,547.107,556.465,384.270,362.353,308.346,278.959,265.904,256.691,276.578,143.170,255.176,219.243,200.433,235.114,233.619,227.929,232.404,230.299,252.700,337.113,318.436,343.931,318.339,325.849,317.113,321.609,301.655,300.569,295.347,296.578
Germany,Total RD&D in Million USD (2019 prices and PPP),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.733,36.692,42.280,50.368,38.829,37.776,40.223,42.920,28.859,40.294,33.263,28.579,22.026,30.901,38.246,61.412
Germany,Total RD&D in Million USD (2019 prices and PPP),Group 6: Other power and storage technologies,0.000,0.000,0.000,95.928,136.996,117.486,115.178,31.147,0.000,16.936,22.748,20.976,33.212,30.487,11.353,14.232,14.954,10.353,7.864,4.261,5.129,3.474,20.246,35.345,37.503,13.449,36.877,72.214,59.242,55.787,8.251,3.917,5.512,5.377,3.509,29.681,43.132,61.581,55.718,103.011,103.715,127.179,156.118,191.057,155.090,174.267
Germany,Total RD&D in Million USD (2019 prices and PPP),Group 7: Other cross-cutting techs/research,0.000,18.761,0.328,31.976,23.179,8.901,12.643,20.361,5.286,49.934,8.730,5.906,10.875,0.000,0.227,2.427,3.311,3.106,8.946,30.384,32.057,10.285,18.619,15.688,13.963,11.571,19.113,21.821,13.487,186.237,185.604,180.486,172.643,166.239,163.545,37.757,28.992,27.111,33.579,38.161,53.697,60.680,105.612,112.081,77.031,72.123
Germany,Total RD&D in Million USD (2019 prices and PPP),Group 8: Unallocated,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,350.471,341.611
Germany,Total RD&D in Million USD (2019 prices and PPP),Total budget,1698.925,2035.799,1965.809,2236.672,2415.400,2629.961,2654.711,2830.532,3592.688,2194.715,2149.738,2047.444,1500.218,1161.039,1023.718,881.544,914.338,893.450,698.056,677.659,544.300,466.299,503.790,457.121,490.324,327.776,471.324,506.543,451.571,636.408,616.490,650.490,654.685,673.370,768.560,944.569,972.304,1110.719,1081.079,1214.168,1208.096,1250.254,1251.608,1428.643,1463.794,1586.208
Germany,Total RD&D in Million USD (2019 prices and PPP),Memo: Low-carbon,1531.066,1882.296,1799.299,1993.665,2037.554,2157.788,2240.354,2387.744,3156.415,1827.236,1793.887,1752.435,1219.215,898.207,807.097,719.160,763.298,785.574,617.841,630.237,509.672,443.474,497.914,454.778,488.172,310.402,455.265,476.238,428.523,622.925,607.553,638.069,633.340,640.517,719.356,914.316,950.830,1066.555,1064.409,1189.965,1178.048,1215.781,1219.711,1390.174,1458.124,1567.102
Germany,Total RD&D in Million USD (2019 prices and PPP),Memo: Non-low-carbon,167.856,153.503,166.509,243.011,377.841,472.174,414.360,442.788,436.270,367.479,355.851,295.005,281.005,262.833,216.617,162.387,151.037,107.878,80.216,47.425,34.628,22.825,5.874,2.343,2.148,17.373,16.061,30.307,23.047,13.483,8.935,12.421,21.347,32.853,49.204,30.251,21.476,44.164,16.670,24.203,30.048,34.474,31.899,38.470,5.669,19.105
Greece,Total RD&D in Million USD (2019 prices and exch. rates),Group 1: Energy efficiency,..,..,..,0.000,0.122,1.351,0.339,0.311,2.073,1.558,0.214,0.711,0.000,2.651,2.383,2.059,4.374,1.717,0.325,0.303,1.814,2.137,2.748,6.901,..,..,0.710,0.741,1.983,..,..,2.489,2.046,0.000,0.000,0.000,0.660,1.183,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2019 prices and exch. rates),Group 2: Fossil fuels,..,..,..,0.409,2.403,4.376,17.412,19.773,3.473,3.615,6.474,7.432,0.382,0.451,3.455,2.975,2.785,2.071,0.929,0.614,1.378,2.479,2.536,5.272,..,..,0.625,0.651,0.693,..,..,0.747,1.324,0.000,0.000,0.000,0.008,0.754,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2019 prices and exch. rates),Group 3: Renewable energy sources,..,..,..,1.330,1.856,5.652,21.956,26.456,6.959,6.651,9.301,14.013,21.948,10.529,25.796,12.043,5.942,6.040,6.477,4.600,2.479,4.417,4.106,8.656,..,..,2.540,3.764,4.430,..,..,7.221,8.185,0.000,0.000,0.000,2.632,2.291,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2019 prices and exch. rates),Group 4: Nuclear,..,..,..,1.364,3.041,3.151,3.589,5.471,3.760,3.502,5.822,6.768,2.672,3.211,0.289,0.712,0.301,0.207,0.031,0.034,0.231,0.348,0.374,0.311,..,..,1.331,1.387,1.478,..,..,0.012,0.120,0.000,0.000,0.000,0.000,0.000,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2019 prices and exch. rates),Group 5: Hydrogen and fuel cells,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000,0.000,0.000,0.000,0.000,0.657,0.554,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2019 prices and exch. rates),Group 6: Other power and storage technologies,..,..,..,0.068,0.091,0.150,61.749,34.092,1.331,1.183,0.465,0.508,0.546,0.652,1.096,0.895,0.613,1.232,0.083,0.020,0.123,0.129,0.139,0.286,..,..,3.080,3.216,3.422,..,..,2.739,2.527,0.000,0.000,0.000,0.814,0.300,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2019 prices and exch. rates),Group 7: Other cross-cutting techs/research,..,..,..,0.000,0.030,0.025,0.000,0.000,1.976,1.523,0.037,0.047,0.789,2.371,0.601,0.652,1.433,2.402,1.286,1.847,0.741,1.800,2.948,1.487,..,..,0.000,0.000,0.000,..,..,3.362,2.889,0.000,0.000,0.000,3.147,1.701,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2019 prices and exch. rates),Group 8: Unallocated,..,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,..,..,0.000,0.000,0.000,..,..,0.000,0.000,0.000,0.000,0.000,0.000,0.000,..,..,..,..,..,..,..,..
Greece,Total RD&D in Million USD (2019 prices and exch. rates),Total budget,..,..,..,3.171,7.543,14.705,105.067,86.086,19.571,18.040,22.314,29.471,26.333,19.863,33.620,19.345,15.445,13.671,9.130,7.418,6.765,11.308,12.852,22.915,..,..,8.286,9.759,12.008,..,..,16.570,17.092,16.989,18.125,17.148,7.916,6.785,..,..,..,..,..,..,..,..
